"species","ecological_group","reassign"
"Magelona variolamellata",1,0
"Magelona wilsoni",1,0
"Magelonidae",1,1
"Majoxiphalus major",1,0
"Makrokylindrus josephinae",1,0
"Makrokylindrus longipes",1,0
"Makrokylindrus sp.",1,0
"Malacobdella grossa",3,0
"Malacobdella sp.",3,0
"Malacoceros ciliatus",3,0
"Malacoceros fuliginosus",5,0
"Malacoceros girardi",3,0
"Malacoceros indicus",3,0
"Malacoceros sp.",3,1
"Malacoceros tetraceros",3,0
"Malacoceros tetracerus",3,0
"Malacoceros vanderhorsti",3,0
"Malacoceros vulgaris",5,0
"Malacoplax californiensis",2,0
"Maldane arctica",1,0
"Maldane chilensis",1,0
"Maldane cristata",1,0
"Maldane glebifex",1,0
"Maldane sarsi",2,0
"Maldane sp.",1,1
"Maldanella antarctica",5,0
"Maldanella capensis",5,0
"Maldanella fibrillata",5,0
"Maldanella robusta",5,0
"Maldanella sp.",5,0
"Maldanidae",1,1
"Malletia chilensis",3,0
"Malletia cumingii",3,0
"Malletia johnsoni",0,0
"Malletia obtusa",1,0
"Malmgrenia andreapolis",2,0
"Malmgrenia arenicolae",2,0
"Malmgrenia castanea",2,0
"Malmgrenia furcosetosa",2,0
"Malmgrenia glabra",2,0
"Malmgrenia lilianae",2,0
"Malmgrenia ljungmani",2,0
"Malmgrenia lunulata",2,0
"Malmgrenia marphysae",2,0
"Malmgrenia mcintoshi",2,0
"Malmgrenia polypapillata",2,0
"Malmgrenia sp.",2,0
"Malmgreniella andreapolis",2,0
"Malmgreniella arenicolae",2,0
"Malmgreniella bansei",2,0
"Malmgreniella castanea",2,0
"Malmgreniella glabra",2,0
"Malmgreniella lilianae",2,0
"Malmgreniella ljungmani",2,0
"Malmgreniella lunulata",2,0
"Malmgreniella maccraryae",2,0
"Malmgreniella macginitiei",2,0
"Malmgreniella marphysae",2,0
"Malmgreniella mcintoshi",2,0
"Malmgreniella polypapillata",2,0
"Malmgreniella scriptoria",2,0
"Malmgreniella sp.",2,0
"Malmgreniella taylori",2,0
"Malvinasia molinae",2,0
"Mamilloretusa mammillata",2,0
"Manayunkia aestuarina",3,0
"Manayunkia brasiliensis",3,0
"Manayunkia sp.",3,0
"Manayunkia speciosa",3,0
"Mancocuma stellifera",2,0
"Mandibulophoxus gilesi",1,0
"Mangelia attenuata",2,0
"Mangelia brachystoma",1,0
"Mangelia coarctata",2,0
"Mangelia costata",2,0
"Mangelia costulata",1,0
"Mangelia fieldeni",1,0
"Mangelia nebula",1,0
"Mangelia pontica",2,0
"Mangelia powisiana",1,0
"Mangelia smithii",1,0
"Mangelia sp.",2,1
"Mangelia stosiciana",1,0
"Mangelia thapsiae",1,0
"Mangelia unifasciata",2,0
"Mangelia wareni",1,0
"Manningis arabicum",0,0
"Manzonia crassa",1,0
"Maoricardium sp.",2,0
"Maoricolpus roseus",1,0
"Maoricolpus roseus roseus",1,0
"Maorithyas marama",2,0
"Marcia hiantina",1,0
"Marcia japonica",1,0
"Marcia recens",1,0
"Marenzelleria arctia",2,0
"Marenzelleria neglecta",2,0
"Marenzelleria sp.",2,1
"Marenzelleria viridis",2,0
"Marenzelleria wireni",3,0
"Maretia planulata",1,0
"Margarites costalis",2,0
"Margarites giganteus",2,0
"Margarites groenlandicus",2,0
"Margarites helicinus",2,0
"Margarites olivaceus",2,0
"Margarites picturatus",2,0
"Margarites pupillus",1,0
"Margarites sp.",2,1
"Margarites vorticiferus",2,0
"Marginella marginata",0,0
"Marginodostomia subangulata",2,0
"Mariaplax chenae",0,0
"Mariaplax granulifera",0,0
"Marionina argentea",5,0
"Marionina riparia",5,0
"Marionina sp.",5,0
"Marphysa adenensis",2,0
"Marphysa aenea",1,0
"Marphysa angelensis",3,0
"Marphysa aransensis",2,0
"Marphysa bellii",2,0
"Marphysa cinari",1,0
"Marphysa depressa",2,0
"Marphysa disjuncta",2,0
"Marphysa fallax",2,0
"Marphysa kinbergi",2,0
"Marphysa longula",2,0
"Marphysa macintoshi",1,0
"Marphysa minima",2,0
"Marphysa mortenseni",2,0
"Marphysa sanguinea",2,0
"Marphysa sp.",2,1
"Marphysa stragulum",2,0
"Marphysa stylobranchiata",2,0
"Marphysa veracruzensis",2,0
"Marshallora adversa",1,0
"Marshallora sp.",1,0
"Marthasterias glacialis",1,0
"Marylynnia sp.",3,0
"Mastobranchus trinchesii",5,0
"Mastobranchus variabilis",5,0
"Matuta lunaris",2,0
"Matuta planipes",2,0
"Mayerella acanthopoda",2,0
"Mayerella banksia",2,0
"Mayerella limicola",2,0
"Mecochirus minimus",1,0
"Mecochirus sp.",1,0
"Medicorophium aculeatum",3,0
"Medicorophium affine",3,0
"Medicorophium annulatum",3,0
"Medicorophium minimum",3,0
"Medicorophium rotundirostre",3,0
"Medicorophium runcicorne",3,0
"Mediomastus acutus",1,0
"Mediomastus ambiseta",3,0
"Mediomastus branchiferus",4,0
"Mediomastus californiensis",3,0
"Mediomastus capensis",4,0
"Mediomastus cirripes",4,0
"Mediomastus filiformis",4,0
"Mediomastus fragilis",3,0
"Mediomastus gracilis",3,0
"Mediomastus sp.",3,1
"Mediterexis mimonectes",0,0
"Medorippe lanata",0,0
"Medusafissurella salebrosa",0,0
"Megacardita ferruginosa",1,0
"Megalomma bioculatum",2,0
"Megalomma linaresi",2,0
"Megalomma lobiferum",2,0
"Megalomma monoculata",2,0
"Megalomma pigmentum",2,0
"Megalomma quadrioculatum",2,0
"Megalomma sp.",2,1
"Megalomma splendida",2,0
"Megalomma vesiculosum",1,0
"Megaluropus agilis",1,0
"Megaluropus massiliensis",1,0
"Megaluropus sp.",1,0
"Megamoera dentata",1,0
"Megamoera subtener",2,0
"Megamphopus cornutus",1,0
"Megamphopus sp.",1,0
"Meganyctiphanes norvegica",1,0
"Meganyctiphanes sp.",1,0
"Megapitaria maculata",1,0
"Megastomia conoidea",2,0
"Megastraea undosa",1,0
"Megasyllis nipponica",3,0
"Megaxinus appendiculatus",2,0
"Megerlia truncata",0,0
"Meioceras nitidum",1,0
"Meiodorvillea chilensis",5,0
"Meiosquilla schmitti",0,0
"Melampus bullaoides",2,0
"Melampus olivaceus",2,0
"Melanella alba",1,0
"Melanella bilineata",1,0
"Melanella compactilis",1,0
"Melanella cumingii",1,0
"Melanella frielei",1,0
"Melanella lubrica",1,0
"Melanella monterosatoi",1,0
"Melanella polita",1,0
"Melanella pyramidalis",1,0
"Melanella sp.",1,0
"Melanochlamys diomedea",1,0
"Melanoides tuberculata",4,0
"Melarhaphe neritoides",2,0
"Melinna cristata",3,0
"Melinna elisabethae",3,0
"Melinna maculata",2,0
"Melinna monoceroides",3,0
"Melinna ochotica",3,0
"Melinna oculata",2,0
"Melinna palmata",3,0
"Melinna sp.",3,1
"Melinnampharete laubieri",1,0
"Melinnexis sp.",3,1
"Melinnopsis arctica",1,0
"Melinnopsis rostrata",1,0
"Melinnopsis sp.",3,1
"Melita coroninii",1,0
"Melita dentata",1,0
"Melita denticulata",1,0
"Melita gladiosa",3,0
"Melita hergensis",1,0
"Melita hoshinoi",1,0
"Melita koreana",1,0
"Melita longidactyla",1,0
"Melita nitida",1,0
"Melita obtusata",3,0
"Melita palmata",1,0
"Melita pellucida",3,0
"Melita planaterga",1,0
"Melita sp.",1,0
"Melita sulca",1,0
"Melita tuberculata",1,0
"Melita valesi",1,0
"Melita zeylanica",1,0
"Melongena sp.",0,0
"Melphidippa borealis",2,0
"Melphidippa sp.",2,0
"Melphidippella macra",2,0
"Melphidippella sp.",2,0
"Melphisana bola",1,0
"Melythasides laubieri",1,0
"Membranipora membranacea",1,0
"Mendicula ferruginosa",2,0
"Mendicula pygmaea",1,0
"Menestho exarata",1,0
"Menestho exaratissima",1,0
"Menestho truncatula",1,0
"Menigrates obtusifrons",0,0
"Menippe rumphii",2,0
"Mercenaria mercenaria",2,0
"Mercenaria stimpsoni",2,0
"Mercierella enigmatica",3,0
"Mercuria sp.",3,0
"Meredithia spinifera",1,0
"Meredithia uebelackerae",2,0
"Meretrix casta",1,0
"Meretrix meretrix",1,0
"Meretrix sp.",1,0
"Merica laticosta",1,0
"Merisca aequistriata",1,0
"Merisca sp.",1,0
"Merona cornucopiae",1,0
"Meropesta capillacea",1,0
"Mertonia lanka",0,0
"Mesacmaea mitchellii",0,0
"Mesocentrotus nudus",1,0
"Mesochaetopterus minutus",1,0
"Mesochaetopterus sagittarius",3,0
"Mesocibota bistrigata",1,0
"Mesodesma donacium",1,0
"Mesokalliapseudes crassus",3,0
"Mesokalliapseudes macsweenyi",2,0
"Mesolamprops sp.",0,0
"Mesomiltha concinna",4,0
"Mesonerilla sp.",0,0
"Mesopodopsis orientalis",2,0
"Mesopodopsis slabberi",2,0
"Mesosaccella cypris",3,0
"Mesospio moorei",4,0
"Metacarcinus anthonyi",2,0
"Metacarcinus edwardsii",2,0
"Metacarcinus gracilis",2,0
"Metacarcinus magister",2,0
"Metacirolana hanseni",2,0
"Metacirolana japonica",2,0
"Metacrangon spinosissima",2,0
"Metalcyonidium gautieri",0,0
"Metamysidopsis elongata",2,0
"Metapenaeopsis acclivis",2,0
"Metapenaeus affinis",2,0
"Metapenaeus dobsoni",2,0
"Metapenaeus joyneri",2,0
"Metapenaeus monoceros",2,0
"Metaphos gaudens",2,0
"Metaphoxus frequens",2,0
"Metaphoxus fultoni",1,0
"Metaphoxus gruneri",1,0
"Metaphoxus pectinatus",1,0
"Metaphoxus simplex",1,0
"Metaphoxus sp.",1,1
"Metaplax longipes",3,0
"Metasychis disparidentatus",1,0
"Metasychis gotoi",2,0
"Metavermilia multicristata",3,0
"Metaxia metaxa",1,0
"Metharpinia longirostris",3,0
"Metharpinia protuberantis",3,0
"Metharpinia sp.",3,0
"Metopa alderi",2,0
"Metopa borealis",2,0
"Metopa bruzelii",2,0
"Metopa latimana",2,0
"Metopa norvegica",2,0
"Metopa propinqua",2,0
"Metopa pusilla",2,0
"Metopa rubrovittata",2,0
"Metopa sp.",2,0
"Metopa spectabilis",2,0
"Metopella angusta",0,0
"Metopoides sp.",0,0
"Metridium senile",2,0
"Metridium senile fimbratum",2,0
"Metridium sp.",2,0
"Mexieulepis elongatus",0,0
"Mexieulepis weberi",0,0
"Michaelcallianassa sinica",3,0
"Micrelenchus tenebrosus",1,0
"Microcardium sp.",3,0
"Microchironomus sp.",4,0
"Microchlamylla gracilis",2,0
"Microclymene acirrata",1,0
"Microclymene caudata",1,0
"Microclymene sp.",1,1
"Microclymene tricirrata",3,0
"Microcosmus squamiger",2,0
"Microdeutopus algicola",1,0
"Microdeutopus anomalus",1,0
"Microdeutopus armatus",1,0
"Microdeutopus bifidus",1,0
"Microdeutopus chelifer",1,0
"Microdeutopus damnoniensis",1,0
"Microdeutopus gryllotalpa",3,0
"Microdeutopus schmitti",2,0
"Microdeutopus similis",1,0
"Microdeutopus sp.",1,1
"Microdeutopus stationis",1,0
"Microdeutopus versiculatus",1,0
"Microeulima terebralis",0,0
"Microjaera anisopoda",0,0
"Microjassa cumbrensis",1,0
"Microjassa litotes",2,0
"Micromaldane ornithochaeta",1,0
"Micronephthys cornuta",2,0
"Micronephthys longicornis",2,0
"Micronephthys maryae",2,0
"Micronephthys minuta",2,0
"Micronephthys neotena",2,0
"Micronephthys oligobranchia",2,0
"Micronephthys sp.",2,0
"Micronephthys sphaerocirrata",2,0
"Micronephthys sphaerocirrata orientalis",2,0
"Micronephthys stammeri",2,0
"Micropanope nuttingi",0,0
"Micropanope sp.",0,0
"Microphiopholis atra",2,0
"Microphiopholis gracillima",1,0
"Micropholis atra",2,0
"Microphoxus cornutus",2,0
"Microphoxus sp.",2,0
"Microphthalmus aberrans",2,0
"Microphthalmus fragilis",2,0
"Microphthalmus listensis",2,0
"Microphthalmus pseudoaberrans",2,0
"Microphthalmus sczelkowii",2,0
"Microphthalmus similis",2,0
"Microphthalmus sp.",2,0
"Micropleustes nautilus",1,0
"Micropodarke dubia",3,0
"Micropodarke sp.",3,0
"Microprotopus longimanus",1,0
"Microprotopus maculatus",1,0
"Microprotopus raneyi",1,0
"Microprotopus sp.",1,0
"Micropsectra atrofasciata",3,0
"Micropsectra sp.",3,0
"Micropythia carinata",0,0
"Microspio atlantica",3,0
"Microspio maori",1,0
"Microspio mecznikowianus",3,0
"Microspio microcera",2,0
"Microspio moorei",4,0
"Microspio pigmentata",2,0
"Microspio sp.",3,1
"Microstagon trigonum",2,0
"Micrura affinis",2,0
"Micrura alaskensis",2,0
"Micrura baltica",1,0
"Micrura leidyi",2,0
"Micrura purpurea",1,0
"Micrura sp.",1,1
"Mierspenaeopsis hardwickii",1,0
"Mimachlamys crassicostata",1,0
"Mimachlamys nobilis",1,0
"Mimachlamys varia",1,0
"Miniacina miniacea",0,0
"Minuspio cirrifera",4,0
"Minuspio multibranchiata",3,0
"Mitra mitra",1,0
"Mitrella albuginosa",1,0
"Mitrella aurantiaca",2,0
"Mitrella bella",1,0
"Mitrella bicincta",1,0
"Mitrella blanda",1,0
"Mitrella broderipii",1,0
"Mitrella gausapata",2,0
"Mitrella gervillii",1,0
"Mitrella martensi",1,0
"Mitrella misera",1,0
"Mitrella scripta",1,0
"Mitrella sp.",1,1
"Mitrella tuberosa",2,0
"Mitrella unifasciata",1,0
"Mitrella yabei",1,0
"Mitromorpha olivoidea",1,0
"Miyakella nepa",2,0
"Mizuhopecten yessoensis",1,0
"Mochaetopterus sp.",1,0
"Modiolarca impacta",1,0
"Modiolarca subpicta",1,0
"Modiolarca tumida",1,0
"Modiolatus plicatus",1,0
"Modiolula phaseolina",1,0
"Modiolus adriaticus",1,0
"Modiolus areolatus",1,0
"Modiolus barbatus",1,0
"Modiolus bipartitus",2,0
"Modiolus comptus",1,0
"Modiolus demissus",3,0
"Modiolus difficilis",1,0
"Modiolus elongatus",1,0
"Modiolus gallicus",2,0
"Modiolus kurilensis",1,0
"Modiolus metcalfei",1,0
"Modiolus modiolus",2,0
"Modiolus modulaides",1,0
"Modiolus nipponicus",1,0
"Modiolus phaseolinus",1,0
"Modiolus philippinarum",1,0
"Modiolus sp.",1,1
"Modulus carchedonius",1,0
"Modulus disculus",1,0
"Modulus modulus",1,0
"Moelleria costulata",2,0
"Moerella distorta",3,0
"Moerella donacina",1,0
"Moerella hilaris",1,0
"Moerella iridescens",1,0
"Moerella jedoensis",1,0
"Moerella pulchella",1,0
"Moerella pusilla",1,0
"Moerella pygmaea",1,0
"Moerella rutila",1,0
"Moerella sp.",1,1
"Molgula citrina",1,0
"Molgula complanata",1,0
"Molgula lutulenta",1,0
"Molgula manhattensis",1,0
"Molgula occidentalis",1,0
"Molgula occulta",1,0
"Molgula oculata",1,0
"Molgula sp.",1,0
"Molpadia arctica",1,0
"Molpadia arenicola",1,0
"Molpadia borealis",1,0
"Molpadia intermedia",2,0
"Molpadonia sp.",0,0
"Monia patelliformis",1,0
"Monia umbonata",1,0
"Monocorophium acherusicum",3,0
"Monocorophium insidiosum",3,0
"Monocorophium oaklandense",3,0
"Monocorophium sextonae",3,0
"Monocorophium sp.",3,0
"Monocorophium steinegeri",3,0
"Monocorophium tuberculatum",3,0
"Monocorophium uenoi",3,0
"Monoculodes acutipes",1,0
"Monoculodes borealis",1,0
"Monoculodes breviops",1,0
"Monoculodes carinatus",1,0
"Monoculodes crassirostris",1,0
"Monoculodes curtipediculus",1,0
"Monoculodes diamesus",1,0
"Monoculodes edwardsi",1,0
"Monoculodes emarginatus",1,0
"Monoculodes gibbosus",1,0
"Monoculodes griseus",1,0
"Monoculodes intermedius",1,0
"Monoculodes latimanus",1,0
"Monoculodes norvegicus",2,0
"Monoculodes packardi",1,0
"Monoculodes pallidus",1,0
"Monoculodes scabriculosus",1,0
"Monoculodes semenovi",1,0
"Monoculodes sp.",1,0
"Monoculodes spinipes",1,0
"Monoculodes subnudus",1,0
"Monoculodes tenuirostratus",1,0
"Monoculodes tesselatus",1,0
"Monoculodes tuberculatus",1,0
"Monoculodes zernovi",1,0
"Monoculopsis longicornis",2,0
"Monoculopsis sp.",2,0
"Monodaeus couchii",1,0
"Monodonta sp.",1,0
"Monokalliapseudes schubarti",2,0
"Monophorus erythrosoma",1,0
"Monophorus pantherinus",1,0
"Monophorus perversus",1,0
"Monophorus thiriotae",1,0
"Monoporeia affinis",1,0
"Monopseudocuma gilsoni",2,0
"Monopylephorus irroratus",5,0
"Monopylephorus rubroniveus",5,0
"Monopylephorus sp.",5,0
"Monotygma eximia",2,0
"Montacuta ferruginosa",2,0
"Montacuta nimrodiana",2,0
"Montacuta phascolionis",2,0
"Montacuta sp.",2,0
"Montacuta spitzbergensis",2,0
"Montacuta substriata",2,0
"Montacuta tenella",2,0
"Montacutona mutsuwanensis",2,0
"Monticellina baptisteae",3,0
"Monticellina cryptica",4,0
"Monticellina dorsobranchialis",4,0
"Monticellina heterochaeta",4,0
"Monticellina serratiseta",2,0
"Monticellina siblina",3,0
"Monticellina sp.",4,1
"Monticellina tesselata",4,0
"Mooreonuphis dangrigae",2,0
"Mooreonuphis lineata",2,0
"Mooreonuphis nebulosa",2,0
"Mooreonuphis pallidula",2,0
"Mooreonuphis sp.",2,0
"Mooreonuphis stigmatis",2,0
"Mormula mumia",2,0
"Mormula terebra",2,0
"Mugga wahrbergi",2,0
"Mulinia edulis",3,0
"Mulinia lateralis",4,0
"Munida gregaria",2,0
"Munida rugosa",2,0
"Munida subrugosa",2,0
"Munna acanthifera",2,0
"Munna fabricii",2,0
"Munna kroyeri",2,0
"Munna minuta",2,0
"Munnogonium tillerae",1,0
"Munnopsis sp.",0,0
"Munnopsis typica",0,0
"Murchisonella occidentalis",1,0
"Murex trapa",1,0
"Musculista senhousia",3,0
"Musculium sp.",3,0
"Musculium transversum",3,0
"Musculus autissiodorensis",2,0
"Musculus costulatus",1,0
"Musculus discors",1,0
"Musculus impactus",1,0
"Musculus lateralis",1,0
"Musculus marmoratus",1,0
"Musculus niger",1,0
"Musculus senhousia",3,0
"Musculus sp.",1,1
"Musculus subpictus",1,0
"Mya arenaria",2,0
"Mya japonica",2,0
"Mya priapus",2,0
"Mya pseudoarenaria",2,0
"Mya sp.",2,0
"Mya truncata",2,0
"Mya uzenensis",2,0
"Mycale micracanthoxea",2,0
"Myidae",1,1
"Myllita vivens vivens",0,0
"Myopholas multicostata",2,0
"Myopholas sp.",2,0
"Myophorella clavellulata",2,0
"Myophorella sp.",2,0
"Myophorella voltzii",2,0
"Myosotella myosotis",2,0
"Myra fugax",0,0
"Myra sp.",0,0
"Myrianida brachycephala",2,0
"Myrianida dentalia",2,0
"Myrianida edwarsi",2,0
"Myrianida fasciata",2,0
"Myrianida inermis",2,0
"Myrianida langerhansi",2,0
"Myrianida longoprimicirrata",2,0
"Myrianida multidentata",2,0
"Myrianida multidenticulata",2,0
"Myrianida pinnigera",2,0
"Myrianida prolifera",2,0
"Myrianida rubropunctata",2,0
"Myrianida sp.",2,0
"Myriapora coarctata",1,0
"Myriochele antarctica",2,0
"Myriochele danielsseni",3,0
"Myriochele fragilis",3,0
"Myriochele gracilis",2,0
"Myriochele heeri",1,0
"Myriochele oculata",3,0
"Myriochele olgae",2,0
"Myriochele picta",3,0
"Myriochele sp.",3,1
"Myriochele striolata",2,0
"Myrioglobula antarctica",0,0
"Myrioglobulina sp.",0,0
"Myriotrochus rinkii",0,0
"Myriotrochus vitreus",0,0
"Myriowenia californiensis",0,0
"Myriozoella crustacea",1,0
"Myrtea sp.",2,0
"Myrtea spinifera",2,0
"Mysella bidentata",3,0
"Mysella coani",2,0
"Mysella mortoni",2,0
"Mysella obliquata",3,0
"Mysella planulata",3,0
"Mysella sp.",3,1
"Mysella subquadrata",4,0
"Mysella tumidula",3,0
"Mysella ventricosa",3,0
"Mysia sp.",1,0
"Mysia undata",1,0
"Mysida",2,0
"Mysideis sp.",0,0
"Mysidella americana",2,0
"Mysidopsis angusta",2,0
"Mysidopsis californica",2,0
"Mysidopsis furca",2,0
"Mysidopsis intii",2,0
"Mysidopsis sp.",2,0
"Mysis sp.",2,0
"Mysta barbata",3,0
"Mysta ornata",3,0
"Mysta picta",3,0
"Mysta platycephala",2,0
"Mysta siphodonta",2,0
"Mysta syphodonta",2,0
"Mysta tchangsii",3,0
"Mystides augeneri",2,0
"Mystides borealis",2,0
"Mystides borealis caeca",2,0
"Mystides caeca",2,0
"Mystides elongata",2,0
"Mystides limbata",2,0
"Mystides southerni",2,0
"Mystides sp.",2,0
"Mytella guyanensis",1,0
"Mytella sp.",1,0
"Mytilaster lineatus",1,0
"Mytilaster marioni",1,0
"Mytilaster minimus",1,0
"Mytilopsis leucophaeata",3,0
"Mytilus chilensis",3,0
"Mytilus edulis",3,0
"Mytilus edulis chilensis",3,0
"Mytilus galloprovincialis",3,0
"Mytilus platensis",3,0
"Mytilus sp.",3,0
"Myxicola aesthetica",2,0
"Myxicola infundibulum",2,0
"Myxicola sp.",2,0
"Myxicola steenstrupi",2,0
"Nacella magellanica",2,0
"Nacella magellanica venosa",2,0
"Nacella polaris polaris",2,0
"Nadidinae",5,0
"Naididae",5,0
"Naineris bicornis",1,0
"Naineris chilensis",1,0
"Naineris dendritica",1,0
"Naineris grubei",1,0
"Naineris laevigata",1,0
"Naineris quadricuspida",1,0
"Naineris setosa",1,0
"Naineris sp.",1,0
"Naineris uncinata",1,0
"Nais communis",4,0
"Nais elinguis",4,0
"Nais pardalis",4,0
"Nais pseudobtusa",4,0
"Nais simplex",4,0
"Nais sp.",4,0
"Nais variabilis",4,0
"Namalycastis abiuma",3,0
"Namalycastis indica",4,0
"Namalycastis ouanaryensis",4,0
"Namalycastis senegalensis",4,0
"Namanereis amboinensis",0,0
"Namanereis littoralis",0,0
"Namanereis quadraticeps",0,0
"Nannastacidae",2,0
"Nannastacus longirostris",2,0
"Nannastacus unguiculatus",2,0
"Nannonyx goesi",1,0
"Nannonyx goesii",1,0
"Nannosquilla chilensis",1,0
"Nanocassiope melanodactyla",0,0
"Nanocassiope melanodactylus",0,0
"Nanogyra nana",4,0
"Nanogyra virgula",4,0
"Nasagenia quinsana",0,0
"Nassa cooperi",4,0
"Nassarina penicillata",2,0
"Nassarina sp.",2,0
"Nassarius acutus",2,0
"Nassarius arcularia",2,0
"Nassarius cabrierensis ovoideus",2,0
"Nassarius castus",2,0
"Nassarius conoidalis",2,0
"Nassarius cooperi",4,0
"Nassarius coppingeri",4,0
"Nassarius corniculum",2,0
"Nassarius coronatus",2,0
"Nassarius crematus",2,0
"Nassarius cuvierii",2,0
"Nassarius dealbatus",2,0
"Nassarius dentifer",3,0
"Nassarius dorsatus",2,0
"Nassarius elongatus",2,0
"Nassarius festivus",2,0
"Nassarius fraterculus",2,0
"Nassarius gayii",3,0
"Nassarius globosus",3,0
"Nassarius hepaticus",2,0
"Nassarius incrassatus",2,0
"Nassarius jacksonianus",2,0
"Nassarius lima",1,0
"Nassarius livescens",2,0
"Nassarius mendicus",4,0
"Nassarius multigranosus",2,0
"Nassarius mutabilis",2,0
"Nassarius nitidus",2,0
"Nassarius novaehollandiae",2,0
"Nassarius obsoletus",3,0
"Nassarius ovoideus",2,0
"Nassarius perpinguis",2,0
"Nassarius pullus",2,0
"Nassarius pygmaeus",2,0
"Nassarius pyrrhus",2,0
"Nassarius reticulatus",2,0
"Nassarius semiplicatus",2,0
"Nassarius sinarum",2,0
"Nassarius sinarus",2,0
"Nassarius siquijorensis",2,0
"Nassarius sp.",2,1
"Nassarius spurcus",2,0
"Nassarius stolatus",2,0
"Nassarius succinctus",2,0
"Nassarius sufflatus",2,0
"Nassarius tiarula",2,0
"Nassarius trivittatus",2,0
"Nassarius variciferus",2,0
"Nassarius vibex",2,0
"Nassodonta insignis",4,0
"NATANTIA",3,0
"Natatolana borealis",2,0
"Natatolana gallica",2,0
"Natatolana japonensis",2,0
"Natatolana neglecta",2,0
"Natatolana sp.",2,0
"Natica alderi",2,0
"Natica catena",2,0
"Natica cayennensis",2,0
"Natica chemnitzii",1,0
"Natica clausa",2,0
"Natica falklandica",2,0
"Natica furva",2,0
"Natica gualteriana",2,0
"Natica guilleminii",2,0
"Natica hebraea",2,0
"Natica livida",2,0
"Natica marochiensis",2,0
"Natica montagui",2,0
"Natica poliana",2,0
"Natica pusilla",2,0
"Natica rizzae",2,0
"Natica sp.",2,0
"Natica stercusmuscarum",2,0
"Natica tigrina",2,0
"Natica undata",2,0
"Natica vitellus",2,0
"Naticarius dillwyni",2,0
"Naticarius guillemini",2,0
"Naticarius hebraeus",2,0
"Naticarius sp.",2,0
"Naticarius stercusmuscarum",2,0
"Naticidae",2,0
"Naushonia macginitiei",1,0
"Nausithoe sp.",0,0
"Nauticaris magellanica",1,0
"Navanax inermis",1,0
"Neaeromya rugifera",2,0
"Neanthes acuminata",3,0
"Neanthes arenaceodentata",3,0
"Neanthes bruaca",3,0
"Neanthes caudata",3,0
"Neanthes chilkaensis",3,0
"Neanthes cricognatha",3,0
"Neanthes flava",3,0
"Neanthes flavipes",3,0
"Neanthes fucata",3,0
"Neanthes glandicincta",1,0
"Neanthes irrorata",3,0
"Neanthes japonica",3,0
"Neanthes kerguelensis",3,0
"Neanthes limnicola",2,0
"Neanthes micromma",3,0
"Neanthes mossambica",3,0
"Neanthes nubila",3,0
"Neanthes pachychaeta",3,0
"Neanthes rubicunda",3,0
"Neanthes sp.",3,1
"Neanthes succinea",3,0
"Neanthes unifasciata",3,0
"Neanthes vaalii",3,0
"Neanthes virens",3,0
"Neanthes zonata",3,0
"Neastacilla californica",1,0
"Neastacilla marionensis",1,0
"Nebalia bipes",5,0
"Nebalia clausi",2,0
"Nebalia daytoni",3,0
"Nebalia herbstii",5,0
"Nebalia japanensis",5,0
"Nebalia pugettensis",3,0
"Nebalia reboredae",5,0
"Nebalia sp.",5,1
"Nebalia strausi",5,0
"Nebalia troncosoi",5,0
"Nebalia typhlops",2,0
"Necallianassa truncata",3,0
"Necora puber",1,0
"Nectocarcinus antarcticus",1,0
"Nectoneanthes alatopalpis",3,0
"Nectoneanthes latipoda",3,0
"Nectoneanthes multignatha",3,0
"Nectoneanthes oxypoda",3,0
"Nectoneanthes sp.",3,0
"Neilo australis",2,0
"Nematoda",3,0
"Nematonereis hebes",2,0
"Nematonereis sp.",2,0
"Nematonereis unicornis",2,0
"Nematopalaemon tenuipes",2,0
"Nemertea",3,0
"Nemertesia ramosa",1,0
"Nemertopsis bivittata",2,0
"Nemocardium centifilosum",2,0
"Neoamphicyclus problematica",1,0
"Neoamphitrite affinis",1,0
"Neoamphitrite antarctica",2,0
"Neoamphitrite edwardsi",1,0
"Neoamphitrite edwardsii",1,0
"Neoamphitrite figulus",1,0
"Neoamphitrite grayi",1,0
"Neoamphitrite robusta",2,0
"Neoamphitrite sp.",1,1
"Neobuccinum eatoni",1,0
"Neocallichirus grandimana",0,0
"Neocallichirus grandimanus",0,0
"Neochromadora sp.",3,0
"Neocrassina ovata",2,0
"Neodavisia sp.",2,0
"Neodexiospira brasiliensis",1,0
"Neodexiospira pseudocorrugata",2,0
"Neoepisesarma mederi",3,0
"Neoeriocheir leptognathus",2,0
"Neogammarus sp.",0,0
"Neogonodactylus bredini",1,0
"Neogyptis crypta",2,0
"Neogyptis mediterranea",2,0
"Neogyptis plurisetis",2,0
"Neogyptis rosea",1,0
"Neohaustator fortilirata",1,0
"Neohela monstrosa",1,0
"Neohela sp.",1,0
"Neoischyrocerus claustris",2,0
"Neoleanira magellanica",2,0
"Neoleanira sp.",2,0
"Neoleanira tetragona",2,0
"Neolepton antipodum",2,0
"Neolepton cobbi",2,0
"Neolepton hupei",2,0
"Neolepton obliquatum",3,0
"Neolepton sp.",2,0
"Neomediomastus sp.",5,0
"Neomenia carinata",1,0
"Neomenia sp.",1,0
"Neomysis americana",2,0
"Neomysis awatschensis",2,0
"Neomysis czerniavskii",2,0
