"species"
"Angustassiminea californica"
"Animoceradocus semiserratus"
"Anisocardia isocardioides"
"Anisocardia sp."
"Anisocorbula modesta"
"Anisocorbula pallida"
"Anisocorbula sp."
"Anisocorbula venusta"
"Anisogammarus pugettensis"
"Annachlamys sp."
"Anobothrus glandularis"
"Anobothrus gracilis"
"Anobothrus laubieri"
"Anobothrus patagonicus"
"Anodontia fragilis"
"Anodontia steamsiana"
"Anomalisipho altus"
"Anomalocardia auberiana"
"Anomalocardia brasiliana"
"Anomalocardia flexuosa"
"Anomalocardia puella"
"Anomalocardia squamosa"
"Anomalodiscus squamosus"
"Anomia ephippium"
"Anomia simplex"
"Anomia sp."
"Anomia suprajurensis"
"Anomiidae"
"Anonyx laticoxae"
"Anonyx lilljeborgi"
"Anonyx lilljeborgii"
"Anonyx nugax"
"Anonyx pavlovskii"
"Anonyx sarsi"
"Anonyx sp."
"Anoplodactylus angulatus"
"Anoplodactylus californicus"
"Anoplodactylus erectus"
"Anoplodactylus nodosus"
"Anoplodactylus pacificus"
"Anoplodactylus petiolatus"
"Anoplodactylus pygmaeus"
"Anoplodactylus sp."
"Anoplodactylus virescens"
"Anoplodactylus viridintestinalis"
"Anoplosyllis edentula"
"Anoropallene palpida"
"Anotomastus gordiodes"
"Ansates pellucida"
"Anseropoda placenta"
"Antalis agilis"
"Antalis dentalis"
"Antalis entalis"
"Antalis guillei"
"Antalis inaequicostata"
"Antalis novemcostata"
"Antalis occidentalis"
"Antalis panorma"
"Antalis pretiosa"
"Antalis rossati"
"Antalis sp."
"Antalis vulgaris"
"Antarcturus horridus serratus"
"Antarcturus nonatoi"
"Antennella secundaria"
"Antennella sp."
"Anthoathecata"
"Antholoba achates"
"Anthopleura aureoradiata"
"Anthopleura hermaphroditica"
"Anthopleura sp."
"Anthothoe chilensis"
"Anthozoa"
"Anthroplana nigrensis"
"Anthura gracilis"
"Anthuridae"
"Anticoma sp."
"Antigona lamellaris"
"Antillesoma antillarum"
"Antinoe finmarchica"
"Antinoella finmarchica"
"Antinoella sarsi"
"Anurida maritima"
"Aonidella cirrobranchiata"
"Aonidella dayi"
"Aonides mayaguezensis"
"Aonides oxycephala"
"Aonides paucibranchiata"
"Aonides sp."
"Aonides trifida"
"Aora gracilis"
"Aora sp."
"Aora spinicornis"
"Aora typica"
"Aoridae"
"Aoroides columbiae"
"Aoroides exilis"
"Aoroides inermis"
"Aoroides intermedius"
"Aoroides longimerus"
"Aoroides secunda"
"Aoroides sp."
"Aoroides spinosus"
"Apanthura corsica"
"Apanthura sandalensis"
"Aphelochaeta cincinnata"
"Aphelochaeta dearborni"
"Aphelochaeta filiformis"
"Aphelochaeta glandaria"
"Aphelochaeta longisetosa"
"Aphelochaeta marioni"
"Aphelochaeta mcintoshi"
"Aphelochaeta monilaris"
"Aphelochaeta multibranchis"
"Aphelochaeta multifilis"
"Aphelochaeta pacifica"
"Aphelochaeta palmeri"
"Aphelochaeta petersenae"
"Aphelochaeta serrata"
"Aphelochaeta sp."
"Aphelochaeta spectabilis"
"Aphelochaeta vivipara"
"Aphelochaeta williamsae"
"Apherusa alacris"
"Apherusa bispinosa"
"Apherusa chiereghinii"
"Apherusa cirrus"
"Apherusa henneguyi"
"Apherusa jurinei"
"Apherusa mediterranea"
"Apherusa ovalipes"
"Apherusa sarsii"
"Apherusa sp."
"Aphrodita aculeata"
"Aphrodita alta"
"Aphrodita australis"
"Aphrodita bisetosa"
"Aphrodita brevitentaculata"
"Aphrodita magellanica"
"Aphrodita sp."
"Aphrodita talpa"
"Aphrodora kurodai"
"Apicularia guerini"
"Apionsoma misakianum"
"Apionsoma murinae"
"Apionsoma sp."
"Apistobranchus glacierae"
"Apistobranchus ornatus"
"Apistobranchus sp."
"Apistobranchus tenuis"
"Apistobranchus tullbergi"
"Apistobranchus typicus"
"Aplidium densum"
"Aplidium glabrum"
"Aplysia fasciata"
"Aplysia punctata"
"Aplysia sp."
"Aplysiopsis enteromorphae"
"Apocorophium acutum"
"Apocorophium lacustre"
"Apocorophium louisianum"
"Apocorophium simile"
"Apocorophium sp."
"Apohyale grandicornis"
"Apohyale perieri"
"Apohyale prevostii"
"Apohyale sp."
"Apolochus neapolitanus"
"Apolochus sp."
"Apolochus spencebatei"
"Apomatus similis"
"Apomatus sp."
"Aponuphis bilineata"
"Aponuphis bilineata grubii"
"Aponuphis brementi"
"Aponuphis fauveli"
"Aponuphis grubii"
"Aponuphis holobranchiata"
"Aponuphis ornata"
"Aponuphis sp."
"Aponuphis tubicola"
"Aponuphis willsiei"
"Aponuphis willsii"
"Apoprionospio dayi"
"Apoprionospio nova"
"Apoprionospio pygmaea"
"Aporrhais pespelecani"
"Aporrhais serresiana"
"Aporrhais serresianus"
"Aporrhais sp."
"Apseudes acutifrons"
"Apseudes chilkensis"
"Apseudes coriolis"
"Apseudes echinatus"
"Apseudes elisae"
"Apseudes grossimanus"
"Apseudes gymnophobia"
"Apseudes holthuisi"
"Apseudes intermedius"
"Apseudes latreillei"
"Apseudes latreillii"
"Apseudes manna"
"Apseudes mortoni"
"Apseudes nipponicus"
"Apseudes sp."
"Apseudes spinosus"
"Apseudes spinosus spinosus"
"Apseudes talpa"
"Apseudes tenuimanus"
"Apseudidae"
"Apseudomorpha sp."
"Apseudopsis acutifrons"
"Apseudopsis adami"
"Apseudopsis elisae"
"Apseudopsis latreillii"
"Apseudopsis rogi"
"Aquilonastra batheri"
"Arabella geniculata"
"Arabella iricola"
"Arabella iricolor"
"Arabella multidentata"
"Arabella mutans"
"Arabella sp."
"Arachnidium fibrosum"
"Arachnidium sp."
"Araphura breviaria"
"Araphura brevimanus"
"Araphura filiformis"
"Araphura sp."
"Arbacia dufresnii"
"Arbacia lixula"
"Arbaciella elegans"
"Arca boucardi"
"Arca diluvii"
"Arca fragilis"
"Arca lactea"
"Arca noae"
"Arca pectunculoides"
"Arca sp."
"Arca tetragona"
"Arca zebra"
"Archaeolepas royeri"
"Archaeolepas sp."
"Archaeomysis grebnitzkii"
"Archimediella triplicata"
"Archimerismus subnodosus"
"Arcopagia balaustina"
"Arcopagia crassa"
"Arcopella balaustina"
"Arcopsis interplicata"
"Arcopsis sp."
"Arcopsis symmetrica"
"Arcotheres sinensis"
"Arcteobia anticostiensis"
"Arctica islandica"
"Arctica sp."
"Arctinula greenlandica"
"Arctolembos arcticus"
"Arctonoella sinagawaensis"
"Arctonula arctica"
"Arcturella damnoniensis"
"Arcturella dilatata"
"Arcturella sp."
"Arcturina psittacus"
"Arcturina rhomboidalis"
"Arcturopsis giardi"
"Arcturus crenulatus"
"Arcuatula arcuatula"
"Arcuatula japonica"
"Arcuatula papyria"
"Arcuatula senhousia"
"Arculfia trago"
"Arenicola brasiliensis"
"Arenicola cristata"
"Arenicola defodiens"
"Arenicola marina"
"Arenicola sp."
"Argissa hamatipes"
"Argissa sp."
"Argobuccinum pustulosum"
"Argopecten irradians"
"Argopecten purpuratus"
"Argopecten ventricosus"
"Argulus versicolor"
"Arhynchite rugosus"
"Ariadnaria borealis"
"Arichlidon gathofi"
"Arichlidon reyssi"
"Aricia cuvieri"
"Aricia foetida"
"Aricia grubei"
"Aricia latreillii"
"Aricia norvegica"
"Aricia sp."
"Aricidea albatrossae"
"Aricidea annae"
"Aricidea antarctica"
"Aricidea antennata"
